timestamp,open,high,low,close,volume
1739928900000.0,95198.96,95250.44,95197.88,95250.44,3.86389
1739928960000.0,95250.43,95250.44,95190.38,95208.23,5.84623
1739929020000.0,95208.22,95242.4,95208.22,95237.04,4.23167
1739929080000.0,95237.03,95249.57,95172.01,95172.02,7.05209
1739929140000.0,95172.02,95188.34,95172.01,95188.33,6.30075
1739929200000.0,95188.33,95207.71,95186.49,95207.7,7.1887
1739929260000.0,95207.71,95234.79,95186.01,95202.08,7.35737
1739929320000.0,95202.08,95257.3,95202.08,95239.12,9.3858
1739929380000.0,95239.13,95283.02,95223.8,95283.02,10.94529
1739929440000.0,95283.02,95327.08,95283.02,95326.06,12.56109
1739929500000.0,95326.05,95420.01,95326.05,95406.32,30.28893
1739929560000.0,95406.32,95450.01,95400.0,95400.0,15.93629
1739929620000.0,95400.01,95400.01,95342.56,95342.56,3.02046
1739929680000.0,95342.57,95342.57,95318.47,95319.78,2.99357
1739929740000.0,95319.79,95333.85,95304.41,95333.85,2.33426
1739929800000.0,95333.84,95353.46,95332.65,95350.31,4.48624
1739929860000.0,95350.31,95396.23,95350.31,95373.17,8.66948
1739929920000.0,95373.16,95373.17,95348.62,95371.68,3.46823
1739929980000.0,95371.68,95391.22,95341.34,95341.34,2.40364
1739930040000.0,95341.35,95354.62,95308.67,95308.67,3.30718
1739930100000.0,95308.67,95340.0,95308.67,95340.0,8.4693
1739930160000.0,95340.0,95396.23,95339.99,95396.22,3.8815
1739930220000.0,95396.22,95400.14,95375.8,95386.58,4.04395
1739930280000.0,95386.57,95460.01,95386.57,95452.58,25.03851
1739930340000.0,95452.58,95480.0,95452.57,95479.99,10.17383
1739930400000.0,95480.0,95525.08,95458.03,95458.04,11.58942
1739930460000.0,95458.03,95504.24,95458.03,95495.95,7.36263
1739930520000.0,95495.94,95507.62,95483.88,95500.57,3.58782
1739930580000.0,95500.58,95538.36,95500.57,95525.51,3.23585
1739930640000.0,95525.5,95535.46,95524.89,95524.9,2.61375
1739930700000.0,95524.9,95552.63,95523.87,95552.63,2.95588
1739930760000.0,95552.62,95566.84,95546.6,95566.83,3.56683
1739930820000.0,95566.82,95566.83,95535.47,95535.47,4.06197
1739930880000.0,95535.47,95540.0,95512.42,95512.42,11.28608
1739930940000.0,95512.43,95629.1,95512.42,95629.1,9.96532
1739931000000.0,95629.09,95717.25,95629.09,95699.82,13.40217
1739931060000.0,95699.81,95727.27,95640.76,95647.65,9.23669
1739931120000.0,95647.65,95666.97,95608.34,95608.34,4.41146
1739931180000.0,95608.34,95625.16,95584.9,95584.9,2.92439
1739931240000.0,95584.91,95609.56,95584.9,95609.56,2.38765
1739931300000.0,95609.65,95624.05,95593.75,95593.75,4.78249
1739931360000.0,95593.75,95614.47,95577.12,95577.12,6.02717
1739931420000.0,95577.13,95577.13,95482.71,95495.07,12.27942
1739931480000.0,95495.07,95514.68,95492.99,95492.99,7.67539
1739931540000.0,95493.0,95504.82,95480.16,95504.81,2.1058
1739931600000.0,95504.81,95589.0,95504.81,95579.38,2.73401
1739931660000.0,95579.38,95614.45,95572.46,95603.71,8.38368
1739931720000.0,95603.7,95645.78,95598.01,95645.77,10.1214
1739931780000.0,95645.77,95659.56,95609.36,95619.38,8.26835
1739931840000.0,95620.77,95678.14,95620.77,95645.92,6.18923
1739931900000.0,95645.93,95665.4,95645.92,95663.99,2.7934
1739931960000.0,95664.0,95674.57,95663.99,95674.57,2.36865
1739932020000.0,95674.56,95674.56,95594.47,95605.05,4.89305
1739932080000.0,95605.04,95605.04,95547.77,95547.88,7.15717
1739932140000.0,95547.88,95547.88,95533.26,95542.67,1.4806
1739932200000.0,95542.67,95576.58,95542.66,95547.17,6.63207
1739932260000.0,95547.17,95557.03,95533.11,95555.6,4.73574
1739932320000.0,95555.6,95580.0,95555.0,95580.0,2.41603
1739932380000.0,95580.0,95636.89,95579.99,95624.63,11.03949
1739932440000.0,95624.64,95624.64,95571.22,95571.22,3.46214
1739932500000.0,95571.22,95571.23,95562.76,95571.23,8.69916
1739932560000.0,95571.22,95609.56,95567.68,95567.68,10.50359
1739932620000.0,95567.67,95611.23,95566.07,95611.23,5.2223
1739932680000.0,95611.23,95630.52,95602.27,95630.52,5.74693
1739932740000.0,95630.51,95642.03,95630.51,95642.03,2.47342
1739932800000.0,95642.03,95663.18,95642.02,95656.84,2.23245
1739932860000.0,95656.83,95674.0,95644.19,95669.22,8.96124
1739932920000.0,95669.23,95676.49,95659.31,95659.31,12.07015
1739932980000.0,95659.31,95659.32,95633.84,95641.11,3.21368
1739933040000.0,95641.1,95721.12,95641.1,95721.11,13.51586
1739933100000.0,95721.12,95759.31,95721.11,95735.0,6.99763
1739933160000.0,95735.01,95780.72,95735.0,95758.4,3.79349
1739933220000.0,95758.4,95758.4,95738.9,95738.91,2.99999
1739933280000.0,95738.91,95815.0,95738.9,95815.0,12.58883
1739933340000.0,95814.99,95867.9,95814.01,95843.38,10.81045
1739933400000.0,95843.39,95906.66,95818.18,95906.66,15.5885
1739933460000.0,95906.65,95933.31,95872.85,95924.53,12.73535
1739933520000.0,95924.53,95961.54,95918.84,95922.04,13.78791
1739933580000.0,95922.05,95922.05,95833.94,95868.0,10.87753
1739933640000.0,95868.0,95883.9,95823.09,95823.09,5.23134
1739933700000.0,95823.09,95875.19,95823.09,95856.4,7.82055
1739933760000.0,95856.39,95862.52,95822.0,95822.0,5.79605
1739933820000.0,95822.0,95822.01,95790.59,95790.6,3.19985
1739933880000.0,95790.6,95796.26,95783.34,95786.65,2.80244
1739933940000.0,95786.66,95831.77,95786.65,95831.76,3.64054
1739934000000.0,95831.76,95837.82,95795.19,95795.2,11.39345
1739934060000.0,95795.2,95800.08,95765.33,95779.98,5.77908
1739934120000.0,95779.99,95779.99,95750.0,95767.97,7.2737
1739934180000.0,95767.96,95785.63,95767.96,95783.24,6.784
1739934240000.0,95783.24,95789.9,95770.23,95770.23,6.16877
1739934300000.0,95770.24,95792.0,95770.23,95791.99,6.96207
1739934360000.0,95791.99,95800.0,95770.23,95791.8,5.30053
1739934420000.0,95791.81,95798.0,95760.69,95760.7,6.81587
1739934480000.0,95760.69,95760.7,95688.0,95688.0,6.65967
1739934540000.0,95688.0,95733.65,95670.11,95699.05,10.5489
1739934600000.0,95699.05,95736.8,95699.05,95736.79,6.17272
1739934660000.0,95736.79,95738.12,95728.75,95728.76,3.51423
1739934720000.0,95728.75,95728.76,95660.55,95674.85,5.45496
1739934780000.0,95674.85,95688.79,95662.01,95674.34,3.52757
1739934840000.0,95674.33,95674.33,95642.78,95660.0,5.30439
1739934900000.0,95660.0,95660.0,95622.64,95634.6,6.00354
1739934960000.0,95634.59,95638.0,95625.9,95625.9,3.76817
1739935020000.0,95625.9,95634.95,95600.08,95634.95,7.30665
1739935080000.0,95634.95,95634.95,95620.09,95621.1,3.11583
1739935140000.0,95621.09,95621.1,95565.57,95567.74,5.99543
1739935200000.0,95567.75,95616.0,95567.74,95615.99,3.36051
1739935260000.0,95616.0,95677.4,95616.0,95677.4,4.82447
1739935320000.0,95677.39,95744.8,95663.99,95735.85,16.60359
1739935380000.0,95735.85,95739.36,95725.75,95725.76,6.14221
1739935440000.0,95725.77,95739.36,95709.97,95709.97,11.27685
1739935500000.0,95709.97,95729.33,95709.97,95729.32,2.08394
1739935560000.0,95729.32,95730.57,95716.22,95730.57,3.86696
1739935620000.0,95730.57,95747.86,95730.56,95747.86,1.53404
1739935680000.0,95747.86,95747.99,95747.85,95747.98,2.62183
1739935740000.0,95747.98,95747.99,95704.98,95704.98,4.88675
1739935800000.0,95704.99,95704.99,95624.29,95624.29,12.27202
1739935860000.0,95624.29,95637.51,95602.98,95633.7,6.12834
1739935920000.0,95633.69,95679.42,95633.69,95676.1,5.44665
1739935980000.0,95676.1,95700.0,95676.09,95699.99,1.19372
1739936040000.0,95700.0,95709.54,95688.08,95709.53,3.87695
1739936100000.0,95709.54,95709.58,95700.0,95701.4,4.61002
1739936160000.0,95701.4,95701.4,95678.44,95682.56,2.52248
1739936220000.0,95682.57,95682.57,95655.62,95669.7,2.50841
1739936280000.0,95669.7,95669.7,95669.69,95669.69,0.68172
1739936340000.0,95669.7,95669.7,95669.69,95669.69,0.56691
1739936400000.0,95669.69,95729.25,95669.69,95718.87,18.07611
1739936460000.0,95718.87,95730.77,95718.02,95718.02,4.4963
1739936520000.0,95718.02,95718.03,95718.02,95718.02,2.27687
1739936580000.0,95718.02,95720.0,95699.61,95699.61,13.90033
1739936640000.0,95699.62,95713.97,95699.61,95711.6,4.20679
1739936700000.0,95711.59,95760.44,95708.67,95708.68,13.59702
1739936760000.0,95708.68,95747.45,95708.67,95747.45,8.11363
1739936820000.0,95747.45,95791.8,95740.55,95787.84,7.08681
1739936880000.0,95787.85,95799.99,95746.28,95756.3,13.95332
1739936940000.0,95756.3,95756.3,95731.03,95751.99,3.05844
1739937000000.0,95752.0,95786.52,95751.99,95756.54,12.68802
1739937060000.0,95756.55,95756.55,95756.54,95756.54,1.14567
1739937120000.0,95756.55,95781.11,95736.94,95736.95,5.28933
1739937180000.0,95736.94,95757.99,95708.72,95708.72,5.28458
1739937240000.0,95708.73,95738.36,95708.72,95738.35,4.47209
1739937300000.0,95738.35,95786.43,95738.35,95786.43,1.24858
1739937360000.0,95786.43,95786.43,95753.23,95753.23,2.25
1739937420000.0,95753.24,95753.24,95713.25,95713.26,1.66451
1739937480000.0,95713.26,95733.03,95693.0,95693.01,4.89992
1739937540000.0,95693.0,95710.26,95669.69,95710.26,17.52138
1739937600000.0,95710.25,95758.0,95710.25,95757.99,3.82929
1739937660000.0,95758.0,95768.95,95756.04,95763.04,10.93036
1739937720000.0,95763.03,95764.93,95719.99,95734.68,11.10384
1739937780000.0,95734.68,95734.68,95708.89,95708.89,3.15658
1739937840000.0,95708.9,95708.9,95687.96,95705.76,6.4418
1739937900000.0,95705.75,95714.34,95700.83,95711.28,3.93287
1739937960000.0,95711.29,95713.87,95704.73,95713.86,1.70739
1739938020000.0,95713.87,95713.87,95708.28,95713.86,3.36451
1739938080000.0,95713.86,95713.87,95673.79,95673.79,2.32702
1739938140000.0,95673.79,95673.8,95653.88,95653.88,2.94663
1739938200000.0,95653.88,95665.01,95625.9,95625.9,6.8467
1739938260000.0,95625.9,95640.91,95625.9,95640.91,2.57692
1739938320000.0,95640.9,95640.9,95613.18,95613.18,3.53249
1739938380000.0,95613.19,95619.58,95601.45,95603.7,4.10788
1739938440000.0,95603.7,95632.0,95603.7,95631.99,1.81769
1739938500000.0,95632.0,95671.85,95631.99,95658.02,14.71264
1739938560000.0,95658.02,95658.02,95620.51,95620.51,4.23873
1739938620000.0,95620.52,95638.0,95620.51,95637.99,3.86163
1739938680000.0,95637.99,95638.0,95627.33,95627.33,2.14387
1739938740000.0,95627.32,95627.33,95601.52,95601.52,2.36743
1739938800000.0,95601.53,95601.53,95601.52,95601.52,2.22693
1739938860000.0,95601.53,95614.36,95601.52,95602.59,3.5697
1739938920000.0,95602.59,95602.6,95583.01,95583.01,3.42294
1739938980000.0,95583.02,95583.02,95557.42,95583.01,3.9943
1739939040000.0,95583.01,95584.69,95576.09,95584.69,4.93589
1739939100000.0,95584.69,95585.74,95584.68,95585.73,3.51726
1739939160000.0,95585.73,95585.73,95542.52,95544.76,6.80406
1739939220000.0,95544.76,95544.77,95510.86,95526.45,45.49223
1739939280000.0,95526.45,95535.99,95495.43,95535.98,36.369
1739939340000.0,95535.99,95535.99,95535.98,95535.98,0.45835
1739939400000.0,95535.98,95535.99,95503.21,95503.22,5.12821
1739939460000.0,95503.22,95526.42,95503.21,95526.42,4.0085
1739939520000.0,95526.41,95559.17,95526.41,95559.16,4.50934
1739939580000.0,95559.16,95581.01,95559.16,95581.01,4.41687
1739939640000.0,95581.01,95583.59,95581.0,95583.59,1.95854
1739939700000.0,95583.58,95585.2,95572.28,95585.19,18.21554
1739939760000.0,95585.2,95607.05,95550.34,95550.35,7.47516
1739939820000.0,95550.35,95550.35,95474.38,95480.43,8.01745
1739939880000.0,95480.43,95480.43,95468.43,95479.64,3.81642
1739939940000.0,95479.65,95486.0,95452.47,95452.47,10.40525
1739940000000.0,95452.54,95471.6,95427.01,95471.6,9.81145
1739940060000.0,95471.59,95474.7,95471.59,95474.69,1.92541
1739940120000.0,95474.69,95474.7,95429.75,95429.75,4.71591
1739940180000.0,95429.76,95437.58,95422.01,95422.01,4.26379
1739940240000.0,95422.02,95422.02,95368.71,95377.2,7.03394
1739940300000.0,95377.19,95385.99,95310.05,95385.99,12.49669
1739940360000.0,95385.99,95419.98,95385.98,95405.95,14.91812
1739940420000.0,95405.95,95410.75,95405.94,95410.75,0.88304
1739940480000.0,95410.75,95433.37,95410.75,95433.36,1.66921
1739940540000.0,95433.37,95433.97,95433.36,95433.97,0.69207
1739940600000.0,95433.96,95458.46,95424.42,95424.43,6.30367
1739940660000.0,95424.42,95446.8,95424.42,95446.8,1.00016
1739940720000.0,95446.8,95446.8,95396.71,95396.71,5.67626
1739940780000.0,95396.71,95396.71,95396.27,95396.28,2.25599
1739940840000.0,95396.28,95406.18,95375.69,95375.69,4.43256
1739940900000.0,95375.7,95375.7,95351.35,95375.0,6.5395
1739940960000.0,95375.0,95392.37,95309.89,95335.28,10.79603
1739941020000.0,95335.27,95335.28,95294.11,95294.11,9.42395
1739941080000.0,95294.11,95294.12,95243.29,95260.66,28.2996
1739941140000.0,95260.67,95264.0,95213.85,95213.85,24.79457
1739941200000.0,95213.84,95261.74,95172.35,95212.02,49.84608
1739941260000.0,95212.02,95275.99,95212.02,95250.59,36.5
1739941320000.0,95250.59,95271.34,95207.99,95208.0,31.69708
1739941380000.0,95207.99,95243.33,95200.0,95243.32,33.22002
1739941440000.0,95243.32,95252.71,95129.08,95152.87,108.58902
1739941500000.0,95152.88,95215.7,95152.87,95182.04,33.1003
1739941560000.0,95182.04,95182.04,95122.26,95156.85,31.82378
1739941620000.0,95156.86,95215.7,95148.28,95203.74,32.82292
1739941680000.0,95203.75,95203.75,95169.56,95170.31,28.14654
1739941740000.0,95170.32,95205.19,95170.31,95173.9,31.22111
1739941800000.0,95173.91,95209.0,95167.93,95207.56,33.57567
1739941860000.0,95207.55,95264.01,95207.55,95216.01,34.24768
1739941920000.0,95216.01,95281.48,95216.0,95281.48,37.36159
1739941980000.0,95281.48,95281.48,95261.02,95272.45,31.68767
1739942040000.0,95272.44,95273.22,95242.13,95259.05,41.89299
1739942100000.0,95259.06,95273.18,95218.25,95223.34,38.56139
1739942160000.0,95223.35,95239.62,95185.28,95199.38,72.75959
1739942220000.0,95199.39,95215.03,95125.99,95125.99,149.2407
1739942280000.0,95126.0,95205.19,95119.51,95120.0,93.85784
1739942340000.0,95120.0,95169.82,95083.94,95144.58,106.32671
1739942400000.0,95144.59,95144.59,95103.61,95103.62,31.75022
1739942460000.0,95103.61,95130.56,95048.28,95077.77,105.68393
1739942520000.0,95077.77,95077.77,95047.69,95069.94,50.21381
1739942580000.0,95069.94,95072.12,95039.98,95046.26,53.80535
1739942640000.0,95046.27,95059.99,95041.76,95050.06,34.38131
1739942700000.0,95050.06,95083.82,95050.05,95060.09,72.04294
1739942760000.0,95060.09,95060.09,95056.36,95056.36,30.17039
1739942820000.0,95056.36,95108.37,95056.36,95108.19,38.12136
1739942880000.0,95108.19,95108.2,95054.1,95059.99,120.34598
1739942940000.0,95059.99,95109.55,95029.99,95109.54,71.24104
1739943000000.0,95109.55,95185.28,95109.54,95179.79,37.29614
1739943060000.0,95179.8,95192.0,95156.59,95180.71,35.26709
1739943120000.0,95180.71,95194.4,95154.85,95175.48,56.60292
1739943180000.0,95175.49,95205.19,95175.48,95205.19,26.76817
1739943240000.0,95205.2,95213.12,95191.81,95212.0,28.36729
1739943300000.0,95211.99,95224.31,95203.73,95224.01,28.79307
1739943360000.0,95224.01,95252.4,95211.18,95252.4,30.31628
1739943420000.0,95252.39,95261.81,95221.57,95244.35,29.53647
1739943480000.0,95244.35,95252.58,95226.92,95226.93,25.31383
1739943540000.0,95226.93,95258.18,95226.69,95258.17,26.52064
1739943600000.0,95258.18,95258.18,95243.04,95244.25,34.00257
1739943660000.0,95244.25,95329.56,95244.25,95299.98,25.18768
1739943720000.0,95299.99,95340.05,95299.98,95329.49,4.64211
1739943780000.0,95329.5,95329.5,95321.0,95321.01,1.73977
1739943840000.0,95321.01,95321.01,95314.71,95314.72,8.35519
1739943900000.0,95314.71,95314.72,95302.34,95302.34,0.97477
1739943960000.0,95302.34,95309.5,95274.95,95309.49,5.53176
1739944020000.0,95309.5,95332.58,95309.49,95332.57,8.2386
1739944080000.0,95332.58,95338.5,95314.71,95314.72,2.2623
1739944140000.0,95314.71,95336.23,95314.71,95336.23,1.83686
1739944200000.0,95336.23,95336.23,95314.57,95321.81,11.73978
1739944260000.0,95321.81,95338.84,95321.8,95338.77,7.86446
1739944320000.0,95338.78,95338.78,95305.17,95305.17,8.61832
1739944380000.0,95305.17,95309.99,95305.17,95309.98,1.65161
1739944440000.0,95309.98,95316.55,95309.98,95316.54,2.98965
1739944500000.0,95316.55,95330.0,95316.54,95329.99,2.9938
1739944560000.0,95329.99,95330.0,95323.42,95323.43,1.92707
1739944620000.0,95323.43,95323.43,95278.54,95278.55,4.52841
1739944680000.0,95278.55,95278.55,95259.08,95259.09,2.68787
1739944740000.0,95259.08,95289.34,95250.29,95289.33,3.32984
1739944800000.0,95289.34,95299.08,95289.33,95299.07,1.26167
1739944860000.0,95299.07,95302.19,95291.43,95291.44,2.12195
1739944920000.0,95291.44,95335.7,95291.43,95335.69,1.53433
1739944980000.0,95335.7,95335.7,95291.59,95291.6,12.15689
1739945040000.0,95291.6,95291.6,95253.95,95253.96,13.17078
1739945100000.0,95253.96,95253.97,95253.96,95253.97,1.14943
1739945160000.0,95253.96,95253.97,95253.96,95253.96,2.80396
1739945220000.0,95253.96,95268.38,95249.65,95256.36,6.66374
1739945280000.0,95256.36,95335.32,95256.35,95301.18,28.95832
1739945340000.0,95301.18,95301.18,95258.16,95280.05,20.3686
1739945400000.0,95280.04,95308.81,95280.04,95308.8,6.07685
1739945460000.0,95308.8,95330.0,95304.27,95330.0,5.53334
1739945520000.0,95330.0,95356.0,95329.99,95355.99,3.87094
1739945580000.0,95355.99,95372.32,95355.99,95372.31,2.82583
1739945640000.0,95372.32,95372.32,95351.33,95351.46,12.60022
1739945700000.0,95351.45,95359.59,95351.45,95359.59,3.11333
1739945760000.0,95359.58,95359.59,95337.29,95337.29,5.51827
1739945820000.0,95337.29,95337.3,95301.5,95312.05,2.97693
1739945880000.0,95312.05,95324.87,95280.31,95302.3,9.2157
1739945940000.0,95302.3,95302.31,95302.3,95302.3,0.71693
1739946000000.0,95302.31,95302.31,95302.3,95302.31,0.64122
1739946060000.0,95302.31,95334.79,95302.3,95334.79,4.37843
1739946120000.0,95334.8,95396.23,95334.8,95396.23,10.58565
1739946180000.0,95396.23,95396.23,95375.59,95375.59,2.76119
1739946240000.0,95375.6,95375.6,95355.93,95355.93,1.46271
1739946300000.0,95355.93,95391.85,95355.93,95391.85,2.34942
1739946360000.0,95391.85,95391.85,95382.33,95382.34,1.91852
1739946420000.0,95382.33,95382.34,95358.49,95358.5,3.29782
1739946480000.0,95358.49,95358.5,95350.0,95358.5,4.35631
1739946540000.0,95358.49,95391.28,95358.49,95387.62,2.68429
1739946600000.0,95387.63,95387.63,95382.96,95382.96,1.89814
1739946660000.0,95382.96,95382.96,95359.54,95373.99,3.55038
1739946720000.0,95373.98,95385.84,95373.98,95385.84,0.74807
1739946780000.0,95385.84,95395.23,95385.83,95395.22,0.72898
1739946840000.0,95395.23,95395.23,95386.12,95386.13,1.37985
1739946900000.0,95386.12,95386.13,95366.17,95366.18,1.80743
1739946960000.0,95366.18,95366.18,95362.84,95362.84,1.29644
1739947020000.0,95362.85,95366.17,95359.0,95366.17,1.19926
1739947080000.0,95366.17,95397.3,95366.17,95385.78,5.24101
1739947140000.0,95385.78,95387.82,95385.77,95387.82,0.46303
1739947200000.0,95387.81,95387.82,95368.73,95368.73,7.48907
1739947260000.0,95368.73,95399.86,95363.19,95385.39,3.86822
1739947320000.0,95385.38,95385.39,95355.14,95368.88,5.42973
1739947380000.0,95368.89,95373.99,95353.99,95354.0,1.41704
1739947440000.0,95353.99,95362.09,95329.75,95362.09,4.23205
1739947500000.0,95362.09,95380.0,95362.09,95380.0,6.93345
1739947560000.0,95380.0,95380.0,95379.99,95380.0,6.69291
1739947620000.0,95379.99,95398.0,95379.99,95397.99,17.35165
1739947680000.0,95397.99,95435.62,95397.99,95435.61,43.98089
1739947740000.0,95435.61,95507.94,95435.61,95507.93,22.31812
1739947800000.0,95507.94,95550.0,95507.93,95547.68,13.0384
1739947860000.0,95547.69,95599.98,95511.94,95587.99,25.82976
1739947920000.0,95587.98,95652.0,95583.7,95604.06,29.32469
1739947980000.0,95604.05,95604.05,95565.81,95576.29,13.6321
1739948040000.0,95576.28,95605.0,95561.11,95581.49,5.62889
1739948100000.0,95581.98,95613.64,95555.22,95574.0,12.27016
1739948160000.0,95574.0,95599.06,95574.0,95590.45,3.59152
1739948220000.0,95590.44,95600.0,95587.5,95600.0,7.79431
1739948280000.0,95599.99,95650.0,95599.99,95636.87,5.23615
1739948340000.0,95636.87,95636.87,95616.3,95616.31,4.92077
1739948400000.0,95616.31,95637.13,95601.18,95637.13,4.1164
1739948460000.0,95637.13,95657.45,95637.12,95652.1,7.65815
1739948520000.0,95652.1,95697.36,95652.09,95688.29,16.47565
1739948580000.0,95688.28,95697.18,95684.99,95697.17,6.76488
1739948640000.0,95697.18,95697.18,95691.99,95697.18,4.8266
1739948700000.0,95697.18,95727.26,95697.17,95727.25,5.72111
1739948760000.0,95727.26,95732.58,95710.85,95724.28,14.51291
1739948820000.0,95724.28,95724.28,95694.04,95697.09,9.21861
1739948880000.0,95697.08,95712.0,95697.08,95709.31,7.44473
1739948940000.0,95709.31,95735.84,95703.8,95735.83,5.83958
1739949000000.0,95735.83,95738.02,95726.74,95726.75,5.71488
1739949060000.0,95726.74,95735.85,95706.46,95730.73,14.91841
1739949120000.0,95730.72,95773.59,95730.72,95762.14,12.97822
1739949180000.0,95762.14,95762.14,95762.13,95762.14,3.16553
1739949240000.0,95762.13,95762.15,95736.76,95736.76,23.30555
1739949300000.0,95736.75,95736.76,95715.98,95715.99,8.87307
1739949360000.0,95715.99,95720.59,95702.01,95707.91,13.43213
1739949420000.0,95707.92,95719.88,95689.03,95689.67,15.74144
1739949480000.0,95689.68,95697.04,95689.67,95697.04,3.44128
1739949540000.0,95697.03,95697.04,95684.49,95684.5,8.67456
1739949600000.0,95684.5,95699.62,95682.58,95684.51,4.54044
1739949660000.0,95684.5,95684.51,95680.0,95680.0,5.64079
1739949720000.0,95680.0,95686.0,95618.61,95624.0,14.64986
1739949780000.0,95624.0,95664.6,95623.99,95638.86,8.35383
1739949840000.0,95638.87,95638.87,95630.87,95630.87,2.07126
1739949900000.0,95630.88,95630.88,95592.35,95592.35,5.09796
1739949960000.0,95592.36,95592.36,95588.0,95588.0,2.12459
1739950020000.0,95588.01,95619.85,95588.0,95619.85,5.65911
1739950080000.0,95619.85,95629.58,95619.84,95629.57,3.61815
1739950140000.0,95629.57,95644.65,95629.57,95644.65,2.83029
1739950200000.0,95644.65,95657.49,95644.64,95650.84,4.59212
1739950260000.0,95650.85,95650.85,95650.84,95650.84,2.09569
1739950320000.0,95650.84,95659.63,95650.84,95659.62,4.08595
1739950380000.0,95659.62,95659.63,95653.86,95653.86,5.68643
1739950440000.0,95653.87,95653.87,95653.86,95653.86,3.03708
