timestamp,Open,High,Low,Close,Volume
2025-02-18 16:22:00,95440.01,95440.01,95262.3,95313.98,61.584
2025-02-18 16:23:00,95313.99,95313.99,95250.0,95285.17,20.3617
2025-02-18 16:24:00,95285.18,95291.32,95259.86,95266.49,10.38092
2025-02-18 16:25:00,95266.5,95293.53,95250.0,95293.53,8.82242
2025-02-18 16:26:00,95293.53,95369.82,95293.53,95369.82,6.78167
2025-02-18 16:27:00,95369.82,95409.41,95309.08,95309.08,6.65943
2025-02-18 16:28:00,95309.09,95341.69,95270.0,95329.49,9.2216
2025-02-18 16:29:00,95329.49,95350.0,95260.0,95266.78,7.19885
2025-02-18 16:30:00,95266.78,95266.78,95221.02,95241.53,17.35514
2025-02-18 16:31:00,95241.54,95260.0,95208.93,95208.93,11.2927
2025-02-18 16:32:00,95208.93,95217.27,95126.43,95142.44,41.25338
2025-02-18 16:33:00,95142.44,95187.99,95123.0,95123.02,14.9297
2025-02-18 16:34:00,95123.02,95136.93,95123.0,95123.0,13.63259
2025-02-18 16:35:00,95123.01,95132.71,95050.0,95074.88,58.01339
2025-02-18 16:36:00,95074.89,95074.89,94800.0,94825.84,434.16793
2025-02-18 16:37:00,94825.84,94929.8,94811.78,94850.17,80.03461
2025-02-18 16:38:00,94850.17,94913.85,94828.72,94878.03,34.20351
2025-02-18 16:39:00,94878.02,94888.0,94771.43,94814.98,85.29717
2025-02-18 16:40:00,94814.98,94894.04,94789.61,94863.44,36.82377
2025-02-18 16:41:00,94863.44,94863.44,94740.45,94771.0,44.66739
2025-02-18 16:42:00,94771.0,94791.98,94721.76,94743.56,24.45732
2025-02-18 16:43:00,94743.56,94743.56,94680.0,94691.25,37.53492
2025-02-18 16:44:00,94691.24,94718.48,94666.33,94671.66,29.91145
2025-02-18 16:45:00,94671.66,94767.99,94666.01,94755.27,32.21449
2025-02-18 16:46:00,94757.09,94765.19,94635.31,94650.0,49.03223
2025-02-18 16:47:00,94650.0,94702.23,94637.18,94680.03,21.42975
2025-02-18 16:48:00,94680.02,94726.61,94617.45,94651.19,77.88989
2025-02-18 16:49:00,94651.2,94747.88,94651.19,94726.51,45.95657
2025-02-18 16:50:00,94726.51,94816.03,94686.23,94810.45,47.8639
2025-02-18 16:51:00,94810.45,94913.57,94789.55,94850.96,62.82111
